ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,ORDERDATE,DAYS_SINCE_LASTORDER,STATUS,PRODUCTLINE,MSRP,PRODUCTCODE,CUSTOMERNAME,CITY,COUNTRY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE,RAW_MATERIAL_COST,OPERATING_EXPENSES,PURCHASE_CATEGORY
10358,41,108,1,4428,10-12-2019,2273,Shipped,Trucks and Buses,96,S32_1268,Euro Shopping Channel,Madrid,Spain,Freyre,Diego,Medium,3817.89,1739.68,Utilities
10371,26,155.54,1,4044.04,23-01-2020,2230,Shipped,Trucks and Buses,96,S32_1268,Mini Gifts Distributors Ltd.,San Rafael,USA,Nelson,Valarie,Medium,3376.41,200,Logistics
10382,26,104.17,6,2708.42,17-02-2020,2206,Shipped,Trucks and Buses,96,S32_1268,Mini Gifts Distributors Ltd.,San Rafael,USA,Nelson,Valarie,Small,2097.95,2774.5,Marketing
10411,26,111.72,1,2904.72,01-05-2020,2133,Shipped,Trucks and Buses,96,S32_1268,Quebec Home Shopping Network,Montreal,Canada,Fresnisre,Jean,Small,2130.34,1765.51,Utilities
10425,41,86.68,11,3553.88,31-05-2020,2104,In Process,Trucks and Buses,96,S32_1268,La Rochelle Gifts,Nantes,France,Labrune,Janine,Medium,4125.43,1574.44,Logistics
10107,20,92.9,8,1858,24-02-2018,2932,Shipped,Motorcycles,99,S32_1374,Land of Toys Inc.,NYC,USA,Yu,Kwai,Small,1810.59,2090.78,Salaries
10120,22,111.88,6,2461.36,29-04-2018,2869,Shipped,Motorcycles,99,S32_1374,"Australian Collectors, Co.",Melbourne,Australia,Ferguson,Peter,Small,4642.67,2671.83,Logistics
10133,23,114.87,1,2642.01,27-06-2018,2811,Shipped,Motorcycles,99,S32_1374,Euro Shopping Channel,Madrid,Spain,Freyre,Diego,Small,2099.38,1935.37,Utilities
10145,33,93.9,12,3098.7,25-08-2018,2753,Shipped,Motorcycles,99,S32_1374,Toys4GrownUps.com,Pasadena,USA,Young,Julie,Medium,3638.39,1974.41,Salaries
10168,28,115.87,7,3244.36,28-10-2018,2690,Shipped,Motorcycles,99,S32_1374,Technics Stores Inc.,Burlingame,USA,Hirano,Juri,Medium,2671.38,1565.35,Salaries
10188,44,98.89,7,4351.16,18-11-2018,2670,Shipped,Motorcycles,99,S32_1374,Herkku Gifts,Bergen,Norway,Oeztan,Veysel,Medium,3603.19,1429.24,Utilities
10210,46,79.91,5,3675.86,12-01-2019,2616,Shipped,Motorcycles,99,S32_1374,Osaka Souveniers Co.,Osaka,Japan,Kentary,Mory,Medium,2455.89,1262.1,Utilities
10223,21,117.87,7,2475.27,20-02-2019,2578,Shipped,Motorcycles,99,S32_1374,"Australian Collectors, Co.",Melbourne,Australia,Ferguson,Peter,Small,2837.21,1086.94,Marketing
10235,41,101.89,1,4177.49,02-04-2019,2538,Shipped,Motorcycles,99,S32_1374,"Royal Canadian Collectables, Ltd.",Tsawassen,Canada,Lincoln,Elizabeth,Medium,3040.92,1156.49,Salaries
10250,31,105.88,2,3282.28,11-05-2019,2500,Shipped,Motorcycles,99,S32_1374,The Sharp Gifts Warehouse,San Jose,USA,Frick,Sue,Medium,1997.81,824.72,Marketing
10263,31,79.91,8,2477.21,28-06-2019,2453,Shipped,Motorcycles,99,S32_1374,Gift Depot Inc.,Bridgewater,USA,King,Julie,Small,3740.82,1462.06,Marketing
10275,23,81.91,7,1883.93,23-07-2019,2429,Shipped,Motorcycles,99,S32_1374,La Rochelle Gifts,Nantes,France,Labrune,Janine,Small,2486.79,657.67,Marketing
10285,37,98.89,12,3658.93,27-08-2019,2395,Shipped,Motorcycles,99,S32_1374,Marta's Replicas Co.,Cambridge,USA,Hernandez,Marta,Medium,2771.4,1595.46,Salaries
10297,26,109.88,2,2856.88,16-09-2019,2376,Shipped,Motorcycles,99,S32_1374,"Clover Collections, Co.",Dublin,Ireland,Cassidy,Dean,Small,2005.65,1481.83,Marketing
10308,24,79.91,5,1917.84,15-10-2019,2348,Shipped,Motorcycles,99,S32_1374,Mini Classics,White Plains,USA,Frick,Steve,Small,500,1573.47,Utilities
10318,47,112.88,7,5305.36,02-11-2019,2331,Shipped,Motorcycles,99,S32_1374,Diecast Classics Inc.,Allentown,USA,Yu,Kyung,Medium,2808.97,1238.93,Utilities
10329,45,63.91,11,2875.95,15-11-2019,2319,Shipped,Motorcycles,99,S32_1374,Land of Toys Inc.,NYC,USA,Yu,Kwai,Small,5412.62,3038.43,Logistics
10340,55,117.87,2,6482.85,24-11-2019,2311,Shipped,Motorcycles,99,S32_1374,Enaco Distributors,Barcelona,Spain,Saavedra,Eduardo,Medium,3784.6,2180.06,Utilities
10353,46,81.17,5,3733.82,04-12-2019,2302,Shipped,Motorcycles,99,S32_1374,Gift Ideas Corp.,Glendale,USA,Lewis,Dan,Medium,2980.74,877.73,Utilities
10363,50,131.53,2,6576.5,06-01-2020,2270,Shipped,Motorcycles,99,S32_1374,Suominen Souveniers,Espoo,Finland,Suominen,Kalle,Medium,2737.11,1616.43,Raw Materials
10375,37,171.71,3,6353.27,03-02-2020,2243,Shipped,Motorcycles,99,S32_1374,La Rochelle Gifts,Nantes,France,Labrune,Janine,Medium,3022.47,1196,Marketing
10387,44,94.9,1,4175.6,02-03-2020,2216,Shipped,Motorcycles,99,S32_1374,"Dragon Souveniers, Ltd.",Singapore,Singapore,Natividad,Eric,Medium,3547.12,992.76,Utilities
10401,49,101.89,1,4992.61,03-04-2020,2185,On Hold,Motorcycles,99,S32_1374,Tekni Collectables Inc.,Newark,USA,Brown,William,Medium,1819.19,829.96,Logistics
10416,45,105.88,2,4764.6,10-05-2020,2149,Shipped,Motorcycles,99,S32_1374,L'ordine Souveniers,Reggio Emilia,Italy,Moroni,Maurizio,Medium,4114.32,1716.11,Logistics
10108,27,43.45,13,1173.15,03-03-2018,2949,Shipped,Motorcycles,40,S32_2206,Cruz & Sons Co.,Makati City,Philippines,Cruz,Arnold,Small,3715.38,1159.31,Utilities
10122,31,44.66,17,1384.46,08-05-2018,2884,Shipped,Motorcycles,40,S32_2206,Marseille Mini Autos,Marseille,France,Lebihan,Laurence,Small,3718.19,1983.91,Marketing
10135,33,40.23,14,1327.59,02-07-2018,2830,Shipped,Motorcycles,40,S32_2206,Mini Gifts Distributors Ltd.,San Rafael,USA,Nelson,Valarie,Small,3438.48,1996.89,Raw Materials
10145,31,35.8,1,1109.8,25-08-2018,2777,Shipped,Motorcycles,40,S32_2206,Toys4GrownUps.com,Pasadena,USA,Young,Julie,Small,3019.62,2186.96,Raw Materials
10169,26,39.83,9,1035.58,04-11-2018,2707,Shipped,Motorcycles,40,S32_2206,"Anna's Decorations, Ltd",North Sydney,Australia,O'Hara,Anna,Small,3672.86,1073.81,Raw Materials
10180,34,45.46,4,1545.64,11-11-2018,2701,Shipped,Motorcycles,40,S32_2206,Daedalus Designs Imports,Lille,France,Rance,Martine,Small,3591.81,1737.68,Logistics
10190,46,32.99,1,1517.54,19-11-2018,2694,Shipped,Motorcycles,40,S32_2206,Euro Shopping Channel,Madrid,Spain,Freyre,Diego,Small,2645.96,1816.23,Raw Materials
10211,41,42.24,9,1731.84,15-01-2019,2638,Shipped,Motorcycles,40,S32_2206,Auto Canal Petit,Paris,France,Perrier,Dominique,Small,2426.4,1262.91,Marketing
10224,43,39.43,2,1695.49,21-02-2019,2602,Shipped,Motorcycles,40,S32_2206,Daedalus Designs Imports,Lille,France,Rance,Martine,Small,3101.86,1114.11,Logistics
10237,26,40.23,2,1045.98,05-04-2019,2560,Shipped,Motorcycles,40,S32_2206,Vitachrome Inc.,NYC,USA,Frick,Michael,Small,4549.02,2304.76,Marketing
10252,36,48.28,6,1738.08,26-05-2019,2510,Shipped,Motorcycles,40,S32_2206,Auto Canal Petit,Paris,France,Perrier,Dominique,Small,1760.89,1613.75,Marketing
10264,20,32.59,4,651.8,30-06-2019,2476,Shipped,Motorcycles,40,S32_2206,Gifts4AllAges.com,Boston,USA,Yoshido,Juri,Small,1532.47,1817.98,Marketing
10276,27,36.61,10,988.47,02-08-2019,2444,Shipped,Motorcycles,40,S32_2206,Online Mini Collectables,Brickhaven,USA,Barajas,Miguel,Small,3164.76,1088.96,Marketing
10285,37,41.03,1,1518.11,27-08-2019,2420,Shipped,Motorcycles,40,S32_2206,Marta's Replicas Co.,Cambridge,USA,Hernandez,Marta,Small,3050.89,890.36,Salaries
10299,24,42.24,4,1013.76,30-09-2019,2387,Shipped,Motorcycles,40,S32_2206,"Toys of Finland, Co.",Helsinki,Finland,Karttunen,Matti,Small,3173.34,1215.28,Raw Materials
10310,36,43.05,17,1549.8,16-10-2019,2372,Shipped,Motorcycles,40,S32_2206,"Toms Spezialitten, Ltd",Koln,Germany,Pfalzheim,Henriette,Small,3243.95,1437.99,Logistics
10319,29,38.22,5,1108.38,03-11-2019,2355,Shipped,Motorcycles,40,S32_2206,Microscale Inc.,NYC,USA,Kuo,Kee,Small,2776.8,967.89,Salaries
10331,28,146.52,3,4102.56,17-11-2019,2342,Shipped,Motorcycles,40,S32_2206,Motor Mint Distributors Inc.,Philadelphia,USA,Hernandez,Rosa,Medium,4489.86,1495.08,Logistics
10343,29,128.04,5,3713.16,24-11-2019,2336,Shipped,Motorcycles,40,S32_2206,Reims Collectables,Reims,France,Henriot,Paul,Medium,1399.1,655.75,Logistics
10355,38,39.83,10,1513.54,07-12-2019,2324,Shipped,Motorcycles,40,S32_2206,Euro Shopping Channel,Madrid,Spain,Freyre,Diego,Small,2171.5,939.98,Salaries
10364,48,48.28,1,2317.44,06-01-2020,2295,Shipped,Motorcycles,40,S32_2206,Marseille Mini Autos,Marseille,France,Lebihan,Laurence,Small,2896.75,1835.46,Marketing
10378,40,82.46,1,3298.4,10-02-2020,2261,Shipped,Motorcycles,40,S32_2206,Euro Shopping Channel,Madrid,Spain,Freyre,Diego,Medium,1356.81,1801.9,Marketing
10390,41,44.56,11,1826.96,04-03-2020,2239,Shipped,Motorcycles,40,S32_2206,Mini Gifts Distributors Ltd.,San Rafael,USA,Nelson,Valarie,Small,2824.15,1304.06,Salaries
10403,30,40.23,2,1206.9,08-04-2020,2205,Shipped,Motorcycles,40,S32_2206,"UK Collectables, Ltd.",Liverpool,UK,Devon,Elizabeth,Small,4661.47,991.12,Raw Materials
10104,35,47.62,11,1666.7,31-01-2018,3004,Shipped,Trucks and Buses,54,S32_2509,Euro Shopping Channel,Madrid,Spain,Freyre,Diego,Small,3020.89,986.3,Raw Materials
10114,28,55.73,2,1560.44,01-04-2018,2945,Shipped,Trucks and Buses,54,S32_2509,"La Corne D'abondance, Co.",Paris,France,Bertrand,Marie,Small,3230.7,1313.37,Utilities
10127,45,51.95,13,2337.75,03-06-2018,2883,Shipped,Trucks and Buses,54,S32_2509,Muscle Machine Inc,NYC,USA,Young,Jeff,Small,1739.84,1822.26,Utilities
10141,24,45.99,7,1103.76,01-08-2018,2825,Shipped,Trucks and Buses,54,S32_2509,Suominen Souveniers,Espoo,Finland,Suominen,Kalle,Small,2383.64,1964.12,Salaries
10151,41,63.85,5,2617.85,21-09-2018,2775,Shipped,Trucks and Buses,54,S32_2509,"Oulu Toy Supplies, Inc.",Oulu,Finland,Koskitalo,Pirkko,Small,2624.8,1251.73,Salaries
10165,48,45.99,14,2207.52,22-10-2018,2745,Shipped,Trucks and Buses,54,S32_2509,"Dragon Souveniers, Ltd.",Singapore,Singapore,Natividad,Eric,Small,2682.28,923.25,Marketing
10175,50,63.31,3,3165.5,06-11-2018,2731,Shipped,Trucks and Buses,54,S32_2509,"Stylish Desk Decors, Co.",London,UK,Brown,Ann,Medium,4281.64,1633.92,Utilities
10184,33,62.77,8,2071.41,14-11-2018,2724,Shipped,Trucks and Buses,54,S32_2509,"Iberia Gift Imports, Corp.",Sevilla,Spain,Roel,Jose Pedro,Small,3557.69,1088.23,Marketing
10195,32,43.29,8,1385.28,25-11-2018,2714,Shipped,Trucks and Buses,54,S32_2509,Mini Classics,White Plains,USA,Frick,Steve,Small,1888.54,1240.87,Utilities
10207,27,60.06,9,1621.62,09-12-2018,2701,Shipped,Trucks and Buses,54,S32_2509,Diecast Collectables,Boston,USA,Franco,Valarie,Small,3246.5,2162.64,Raw Materials
10219,35,55.19,4,1931.65,10-02-2019,2639,Shipped,Trucks and Buses,54,S32_2509,Signal Collectibles Ltd.,Brisbane,USA,Taylor,Sue,Small,3498.22,1913.56,Salaries
10229,23,54.11,3,1244.53,11-03-2019,2611,Shipped,Trucks and Buses,54,S32_2509,Mini Gifts Distributors Ltd.,San Rafael,USA,Nelson,Valarie,Small,4140.15,1578.99,Utilities
10246,35,48.7,7,1704.5,05-05-2019,2557,Shipped,Trucks and Buses,54,S32_2509,Euro Shopping Channel,Madrid,Spain,Freyre,Diego,Small,4580.54,864.04,Raw Materials
10259,40,43.83,6,1753.2,15-06-2019,2517,Shipped,Trucks and Buses,54,S32_2509,Handji Gifts& Co,Singapore,Singapore,Victorino,Wendy,Small,1984.91,1605.7,Salaries
10271,35,47.62,7,1666.7,20-07-2019,2483,Shipped,Trucks and Buses,54,S32_2509,Mini Gifts Distributors Ltd.,San Rafael,USA,Nelson,Valarie,Small,2189.14,2031.33,Utilities
10281,31,55.19,3,1710.89,19-08-2019,2454,Shipped,Trucks and Buses,54,S32_2509,Diecast Classics Inc.,Allentown,USA,Yu,Kyung,Small,1742.42,1312.18,Utilities
10292,50,46.53,10,2326.5,08-09-2019,2435,Shipped,Trucks and Buses,54,S32_2509,Land of Toys Inc.,NYC,USA,Yu,Kwai,Small,2765.98,2175.56,Salaries
10305,40,57.9,7,2316,13-10-2019,2401,Shipped,Trucks and Buses,54,S32_2509,Marta's Replicas Co.,Cambridge,USA,Hernandez,Marta,Small,3466.36,2146.37,Logistics
10313,38,45.45,1,1727.1,22-10-2019,2393,Shipped,Trucks and Buses,54,S32_2509,Canadian Gift Exchange Network,Vancouver,Canada,Tannamuri,Yoshi,Small,3987.33,2331.87,Utilities
10325,38,232.74,3,8844.12,05-11-2019,2380,Shipped,Trucks and Buses,54,S32_2509,Baane Mini Imports,Stavern,Norway,Bergulfsen,Jonas,Large,2924.05,1652.62,Raw Materials
10335,40,60.6,3,2424,19-11-2019,2367,Shipped,Trucks and Buses,54,S32_2509,Mini Gifts Distributors Ltd.,San Rafael,USA,Nelson,Valarie,Small,2680.15,1793.7,Utilities
10349,33,46.53,1,1535.49,01-12-2019,2356,Shipped,Trucks and Buses,54,S32_2509,Muscle Machine Inc,NYC,USA,Young,Jeff,Small,3151.76,2207.09,Marketing
10359,36,176.63,3,6358.68,15-12-2019,2343,Shipped,Trucks and Buses,54,S32_2509,Reims Collectables,Reims,France,Henriot,Paul,Medium,2164.86,1723.7,Salaries
10371,20,66.47,2,1329.4,23-01-2020,2305,Shipped,Trucks and Buses,54,S32_2509,Mini Gifts Distributors Ltd.,San Rafael,USA,Nelson,Valarie,Small,5089.54,1249.38,Raw Materials
10383,32,53.18,5,1701.76,22-02-2020,2276,Shipped,Trucks and Buses,54,S32_2509,Euro Shopping Channel,Madrid,Spain,Freyre,Diego,Small,1392.34,1275.73,Logistics
10394,36,62.77,3,2259.72,15-03-2020,2255,Shipped,Trucks and Buses,54,S32_2509,Euro Shopping Channel,Madrid,Spain,Freyre,Diego,Small,3184.74,1619.28,Logistics
10412,19,48.7,7,925.3,03-05-2020,2207,Shipped,Trucks and Buses,54,S32_2509,Euro Shopping Channel,Madrid,Spain,Freyre,Diego,Small,5023.61,854.72,Logistics
10425,11,43.83,6,482.13,31-05-2020,2180,In Process,Trucks and Buses,54,S32_2509,La Rochelle Gifts,Nantes,France,Labrune,Janine,Small,3006.8,1428.37,Raw Materials
10104,49,65.87,4,3227.63,31-01-2018,3032,Shipped,Trains,62,S32_3207,Euro Shopping Channel,Madrid,Spain,Freyre,Diego,Medium,2809.96,2048.27,Logistics
10116,27,63.38,1,1711.26,11-04-2018,2963,Shipped,Trains,62,S32_3207,Royale Belge,Charleroi,Belgium,Cartrain,Pascale,Small,2642.55,404.37,Logistics
10127,29,70.84,6,2054.36,03-06-2018,2911,Shipped,Trains,62,S32_3207,Muscle Machine Inc,NYC,USA,Young,Jeff,Small,2819.61,2267.24,Marketing
10142,42,74.57,16,3131.94,08-08-2018,2846,Shipped,Trains,62,S32_3207,Mini Gifts Distributors Ltd.,San Rafael,USA,Nelson,Valarie,Medium,4372.85,2061.19,Utilities
10152,33,50.95,2,1681.35,25-09-2018,2799,Shipped,Trains,62,S32_3207,"Australian Gift Network, Co",South Brisbane,Australia,Calaghan,Tony,Small,788.14,1270.12,Logistics
10165,44,53.44,7,2351.36,22-10-2018,2773,Shipped,Trains,62,S32_3207,"Dragon Souveniers, Ltd.",Singapore,Singapore,Natividad,Eric,Small,4533.43,1771.7,Salaries
10176,22,64,6,1408,06-11-2018,2759,Shipped,Trains,62,S32_3207,L'ordine Souveniers,Reggio Emilia,Italy,Moroni,Maurizio,Small,1576.04,1501.57,Logistics
10184,48,50.95,1,2445.6,14-11-2018,2752,Shipped,Trains,62,S32_3207,"Iberia Gift Imports, Corp.",Sevilla,Spain,Roel,Jose Pedro,Small,2733.35,2115,Logistics
10195,33,54.68,1,1804.44,25-11-2018,2742,Shipped,Trains,62,S32_3207,Mini Classics,White Plains,USA,Frick,Steve,Small,2570.76,1991.34,Marketing
10207,45,56.55,2,2544.75,09-12-2018,2729,Shipped,Trains,62,S32_3207,Diecast Collectables,Boston,USA,Franco,Valarie,Small,3588.55,799.96,Logistics
10220,20,52.82,6,1056.4,12-02-2019,2665,Shipped,Trains,62,S32_3207,"Clover Collections, Co.",Dublin,Ireland,Cassidy,Dean,Small,1401.88,1793.63,Utilities
10230,46,60.9,4,2801.4,15-03-2019,2635,Shipped,Trains,62,S32_3207,"Blauer See Auto, Co.",Frankfurt,Germany,Keitel,Roland,Small,3462.17,1397.19,Marketing
10247,40,49.71,6,1988.4,05-05-2019,2585,Shipped,Trains,62,S32_3207,Suominen Souveniers,Espoo,Finland,Suominen,Kalle,Small,5024.31,1541.42,Raw Materials
10272,45,64.63,6,2908.35,20-07-2019,2510,Shipped,Trains,62,S32_3207,Diecast Classics Inc.,Allentown,USA,Yu,Kyung,Small,1636.83,1135.91,Raw Materials
10282,36,59.65,9,2147.4,20-08-2019,2480,Shipped,Trains,62,S32_3207,Mini Gifts Distributors Ltd.,San Rafael,USA,Nelson,Valarie,Small,3189.71,2374.07,Raw Materials
10292,31,67.73,3,2099.63,08-09-2019,2462,Shipped,Trains,62,S32_3207,Land of Toys Inc.,NYC,USA,Yu,Kwai,Small,2338.02,2020.03,Logistics
10306,46,50.33,17,2315.18,14-10-2019,2427,Shipped,Trains,62,S32_3207,"AV Stores, Co.",Manchester,UK,Ashworth,Victoria,Small,3425.89,1130.11,Marketing
10314,35,66.49,9,2327.15,22-10-2019,2420,Shipped,Trains,62,S32_3207,Heintze Collectables,Aaarhus,Denmark,Ibsen,Palle,Small,3019.15,832.69,Marketing
10325,28,192.05,2,5377.4,05-11-2019,2407,Shipped,Trains,62,S32_3207,Baane Mini Imports,Stavern,Norway,Bergulfsen,Jonas,Medium,2358.51,1307.16,Salaries
10336,31,84.71,9,2626.01,20-11-2019,2393,Shipped,Trains,62,S32_3207,"La Corne D'abondance, Co.",Paris,France,Bertrand,Marie,Small,3487.87,1717.25,Logistics
10350,27,163.2,14,4406.4,02-12-2019,2382,Shipped,Trains,62,S32_3207,Euro Shopping Channel,Madrid,Spain,Freyre,Diego,Medium,4804.35,1620.1,Utilities
10359,22,195.51,1,4301.22,15-12-2019,2370,Shipped,Trains,62,S32_3207,Reims Collectables,Reims,France,Henriot,Paul,Medium,2809.1,2126.57,Salaries
10371,30,99.55,11,2986.5,23-01-2020,2332,Shipped,Trains,62,S32_3207,Mini Gifts Distributors Ltd.,San Rafael,USA,Nelson,Valarie,Small,3719.76,1894.96,Logistics
10383,44,36.07,8,1587.08,22-02-2020,2303,Shipped,Trains,62,S32_3207,Euro Shopping Channel,Madrid,Spain,Freyre,Diego,Small,1706.73,1984.78,Marketing
10394,30,60.28,4,1808.4,15-03-2020,2282,Shipped,Trains,62,S32_3207,Euro Shopping Channel,Madrid,Spain,Freyre,Diego,Small,2043.56,1663.43,Utilities
10413,24,49.71,6,1193.04,05-05-2020,2232,Shipped,Trains,62,S32_3207,Gift Depot Inc.,Bridgewater,USA,King,Julie,Small,3472.41,805.35,Logistics
10103,45,75.63,7,3403.35,29-01-2018,3060,Shipped,Trucks and Buses,64,S32_3522,Baane Mini Imports,Stavern,Norway,Bergulfsen,Jonas,Medium,4484.12,1402.15,Utilities
10113,23,68.52,1,1575.96,26-03-2018,3005,Shipped,Trucks and Buses,64,S32_3522,Mini Gifts Distributors Ltd.,San Rafael,USA,Nelson,Valarie,Small,3355.61,2030.04,Marketing
10126,26,62.7,7,1630.2,28-05-2018,2943,Shipped,Trucks and Buses,64,S32_3522,"Corrida Auto Replicas, Ltd",Madrid,Spain,Sommer,Mart¡n,Small,2686.94,1474.24,Raw Materials
10140,28,60.76,7,1701.28,24-07-2018,2887,Shipped,Trucks and Buses,64,S32_3522,Technics Stores Inc.,Burlingame,USA,Hirano,Juri,Small,2999.29,1751.55,Utilities
10150,49,58.18,4,2850.82,19-09-2018,2831,Shipped,Trucks and Buses,64,S32_3522,"Dragon Souveniers, Ltd.",Singapore,Singapore,Natividad,Eric,Small,1749.59,1340.63,Salaries
10164,49,54.94,5,2692.06,21-10-2018,2800,Resolved,Trucks and Buses,64,S32_3522,Mini Auto Werke,Graz,Austria,Mendel,Roland,Small,3604.52,985.09,Salaries
10175,29,74.98,12,2174.42,06-11-2018,2785,Shipped,Trucks and Buses,64,S32_3522,"Stylish Desk Decors, Co.",London,UK,Brown,Ann,Small,3882.33,1438.33,Logistics
10183,49,64.64,4,3167.36,13-11-2018,2779,Shipped,Trucks and Buses,64,S32_3522,"Classic Gift Ideas, Inc",Philadelphia,USA,Cervantes,Francisca,Medium,2547.91,1654.52,Salaries
10194,39,54.94,7,2142.66,25-11-2018,2768,Shipped,Trucks and Buses,64,S32_3522,"Saveley & Henriot, Co.",Lyon,France,Saveley,Mary,Small,2529.96,1172.16,Marketing
10206,36,58.82,2,2117.52,05-12-2018,2759,Shipped,Trucks and Buses,64,S32_3522,Canadian Gift Exchange Network,Vancouver,Canada,Tannamuri,Yoshi,Small,3265.88,1382.14,Raw Materials
10217,39,62.05,7,2419.95,04-02-2019,2699,Shipped,Trucks and Buses,64,S32_3522,Handji Gifts& Co,Singapore,Singapore,Victorino,Wendy,Small,2563.28,1030.27,Salaries
10229,30,73.04,12,2191.2,11-03-2019,2665,Shipped,Trucks and Buses,64,S32_3522,Mini Gifts Distributors Ltd.,San Rafael,USA,Nelson,Valarie,Small,2933.87,2059.62,Logistics
10245,44,69.16,5,3043.04,04-05-2019,2612,Shipped,Trucks and Buses,64,S32_3522,Super Scale Inc.,New Haven,USA,Murphy,Leslie,Medium,5099.72,1352.77,Raw Materials
10258,20,61.41,2,1228.2,15-06-2019,2571,Shipped,Trucks and Buses,64,S32_3522,"Tokyo Collectables, Ltd",Minato-ku,Japan,Shimamura,Akiko,Small,2752.97,2226.38,Marketing
10270,21,63.35,5,1330.35,19-07-2019,2538,Shipped,Trucks and Buses,64,S32_3522,Souveniers And Things Co.,Chatswood,Australia,Huxley,Adrian,Small,2641.66,2264.37,Utilities
10281,36,77.57,12,2792.52,19-08-2019,2508,Shipped,Trucks and Buses,64,S32_3522,Diecast Classics Inc.,Allentown,USA,Yu,Kyung,Small,2352.46,1459.48,Salaries
10291,32,71.75,7,2296,08-09-2019,2489,Shipped,Trucks and Buses,64,S32_3522,Scandinavian Gift Ideas,Boras,Sweden,Larsson,Maria,Small,3744.19,995.78,Raw Materials
10304,36,73.04,2,2629.44,11-10-2019,2457,Shipped,Trucks and Buses,64,S32_3522,Auto Assoc. & Cie.,Versailles,France,Tonini,Daniel,Small,2818.78,457.05,Utilities
10313,34,56.24,10,1912.16,22-10-2019,2447,Shipped,Trucks and Buses,64,S32_3522,Canadian Gift Exchange Network,Vancouver,Canada,Tannamuri,Yoshi,Small,2350.63,763.98,Marketing
10324,48,171.03,4,8209.44,05-11-2019,2434,Shipped,Trucks and Buses,64,S32_3522,Vitachrome Inc.,NYC,USA,Frick,Michael,Large,4321.3,813.08,Logistics
10348,31,101.29,5,3139.99,01-11-2019,2439,Shipped,Trucks and Buses,64,S32_3522,"Corrida Auto Replicas, Ltd",Madrid,Spain,Sommer,Mart¡n,Medium,4419.6,2189.23,Utilities
10358,36,157.49,2,5669.64,10-12-2019,2401,Shipped,Trucks and Buses,64,S32_3522,Euro Shopping Channel,Madrid,Spain,Freyre,Diego,Medium,2399.58,1557.91,Logistics
10370,25,126.41,3,3160.25,20-01-2020,2361,Shipped,Trucks and Buses,64,S32_3522,"Anna's Decorations, Ltd",North Sydney,Australia,O'Hara,Anna,Medium,1133.46,1694.8,Marketing
10382,48,141.66,8,6799.68,17-02-2020,2334,Shipped,Trucks and Buses,64,S32_3522,Mini Gifts Distributors Ltd.,San Rafael,USA,Nelson,Valarie,Medium,4007.51,389.79,Utilities
10411,27,69.16,5,1867.32,01-05-2020,2261,Shipped,Trucks and Buses,64,S32_3522,Quebec Home Shopping Network,Montreal,Canada,Fresnisre,Jean,Small,2315.37,901.02,Salaries
10424,44,61.41,2,2702.04,31-05-2020,2232,In Process,Trucks and Buses,64,S32_3522,Euro Shopping Channel,Madrid,Spain,Freyre,Diego,Small,3790.63,1943.54,Raw Materials
10106,33,72.92,5,2406.36,17-02-2018,3067,Shipped,Vintage Cars,68,S32_4289,Rovelli Gifts,Bergamo,Italy,Rovelli,Giovanni,Small,1029.9,1643.39,Raw Materials
10120,29,72.23,11,2094.67,29-04-2018,2997,Shipped,Vintage Cars,68,S32_4289,"Australian Collectors, Co.",Melbourne,Australia,Ferguson,Peter,Small,3892.6,1426.4,Logistics
10133,49,57.1,6,2797.9,27-06-2018,2939,Shipped,Vintage Cars,68,S32_4289,Euro Shopping Channel,Madrid,Spain,Freyre,Diego,Small,1788.83,1782.42,Raw Materials
10144,20,81.86,1,1637.2,13-08-2018,2893,Shipped,Vintage Cars,68,S32_4289,Royale Belge,Charleroi,Belgium,Cartrain,Pascale,Small,3730.76,2317.9,Marketing
10168,31,73.61,12,2281.91,28-10-2018,2818,Shipped,Vintage Cars,68,S32_4289,Technics Stores Inc.,Burlingame,USA,Hirano,Juri,Small,3014.27,1389.48,Salaries
10210,39,59.16,10,2307.24,12-01-2019,2743,Shipped,Vintage Cars,68,S32_4289,Osaka Souveniers Co.,Osaka,Japan,Kentary,Mory,Small,2046.06,1534.68,Marketing
10223,20,66.04,12,1320.8,20-02-2019,2705,Shipped,Vintage Cars,68,S32_4289,"Australian Collectors, Co.",Melbourne,Australia,Ferguson,Peter,Small,2592.96,1596.3,Logistics
10235,34,77.73,6,2642.82,02-04-2019,2665,Shipped,Vintage Cars,68,S32_4289,"Royal Canadian Collectables, Ltd.",Tsawassen,Canada,Lincoln,Elizabeth,Small,3686.32,2696.05,Marketing
10250,50,61.22,7,3061,11-05-2019,2627,Shipped,Vintage Cars,68,S32_4289,The Sharp Gifts Warehouse,San Jose,USA,Frick,Sue,Medium,3105.89,450.32,Logistics
10262,40,79.11,2,3164.4,24-06-2019,2584,Cancelled,Vintage Cars,68,S32_4289,Euro Shopping Channel,Madrid,Spain,Freyre,Diego,Medium,3584.41,1841.61,Marketing
10275,28,63.97,12,1791.16,23-07-2019,2556,Shipped,Vintage Cars,68,S32_4289,La Rochelle Gifts,Nantes,France,Labrune,Janine,Small,4976.44,1442.6,Logistics
